PER,ENT,CON,R_DEF,PA1,PA2_1,PA2_1_1,PA2_H_1,PA2_H_2,PA2_H_3,PA2_H_4,PA2_H_5,PA2_H_6,PA2_H_7,PA2_H_8,PA2_H_9,PA2_2,PA2_2_1,PA2_M_1,PA2_M_2,PA2_M_3,PA2_M_4,PA2_M_5,PA2_M_6,PA2_M_7,PA2_M_8,PA2_M_9,PA3_1,PA3_1_1,PA3_2,PA3_2_1,PA3_3,PA3_3_1,PA4_1,PA4_2,PA4_3,PA4_4,PB1,PB2,PB3,PC1_1,PC1_2,PC1_3,PC1_4,PC2,PC3,PC4,PC5_1,PC5_2,PC5_3,PC6,PC7,PD1,PD2,PD3,PE1,PE2,PE3,PE4,PE5,PE5_1,PE6,PE7,PE8,PE9,PE10,PE10_1,PE11,PE12,PE12_1,PE13,PE14_1,PE14_2,PE14_3,PE14_4,PE15,PE16,PE17,PE18,PE19_1,PE19_2,PF1,PF2,PF3_1,PF3_2,PF3_3,PF3_4,PF3_5,PF3_6,PF4_1,PF4_1_1,PF5,PF6_1,PF6_2,PF6_3,PF6_4,PF7,PF8,PF9,PF10,PF11,PF12,PF13,PF14,PF15_1,PF15_2,PF15_3,PF15_4,PF15_5,PF16,PG1,PG2,PG3_1,PG3_2,PG3_3,PG3_4,PG4,PG5_1,PG5_2,PG5_3,PG5_4,PG5_5,PG5_6,PG6_1,PG6_2,PG6_3,PG6_4,PG6_5,PG6_6,PG6_7,PG7,PG8,PG9,CLASE1,CLASE2,CLASE3,DISPOB,RAZ_DIS,POS_OCU,S_ACT,N_TRA,LOCAL,H_TRA_SR,A_SER_SAL,A_AUS_T,NO_TRA_HH,TRA_MEN,TRA_MAS,TRA_MEN35,PER_TRA,ING_DIS,F_VEN,INF_COV,POS_OCU2,S_ACT2,N_TRA2,LOCAL2,A_SER_SAL2,FAC_VIV,FAC_PER
320,01,01E11128,00,04,1,02,22,53,,,,,,,,2,02,59,28,,,,,,,,1,03,2,02,3,01,1,2,3,4,2,28,8,1,,,,2,,09,1,,,,,,,,2142,2,1,1,9313,7,9,3,,,2,,,1,25,10,1,,,,2,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,1,,,,5,,,2,3,4,,,,03,06,1,1,1,0,0,0,1,7,7,1,7,1,2,0,0,0,0,2,2,3,1,0,0,0,0,0,924,1696
320,01,01E11135,00,03,1,01,55,,,,,,,,,2,02,51,22,,,,,,,,1,02,2,01,,,1,2,,,1,55,8,1,,,,2,,01,,,3,2,,,,,2655,2,5,2,5414,6,1,5,4,6,2,,,2,,,,2,,,4,2,1,3,3,,2,,,,,,,,,,,,,,,1,4,,4,2,,,,,,,,5,2,1,1,1,2,,,1,1,,,4,,,,2,3,4,,,,03,05,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,1,2,2,1109,1997
320,01,01E11311,00,06,1,02,45,22,,,,,,,,2,04,45,20,16,12,,,,,,1,02,2,01,3,03,,,,4,2,45,2,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,,,,,,,,3,4,,,,03,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,490,2407
320,01,01E11151,00,04,1,03,34,09,05,,,,,,,2,01,25,,,,,,,,,1,01,2,01,3,02,,,,,2,25,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,1,1,2,,,,,,,3,4,,,,02,04,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,673,1551
320,01,01E11169,00,05,1,02,26,50,,,,,,,,2,03,29,27,53,,,,,,,1,03,2,02,,,1,2,,4,1,20,4,1,,,,1,,,,,,,,,,,4211,2,1,1,4671,5,1,4,,,1,45,1,,,,1,,,,1,1,,,2,,2,,,,,,,,,,,,,,,1,2,2,1,1,2,,,,,,,5,2,2,1,,,,4,1,1,,,4,5,,1,,3,4,,,,03,07,1,1,1,0,0,0,1,5,1,1,4,1,4,0,0,0,0,2,1,2,1,0,0,0,0,0,734,3330
320,01,01E11173,00,04,1,03,29,08,02,,,,,,,2,01,25,,,,,,,,,1,01,2,01,3,01,1,2,,,2,25,4,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,2,,,5,,1,,3,,,,,02,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,1173,1851
320,01,01E11182,00,06,1,03,46,22,17,,,,,,,2,03,52,23,13,,,,,,,1,03,2,02,3,02,1,2,,4,2,52,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,,,1,,3,4,,,,05,07,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,772,2326
320,01,01E11229,00,01,,,,,,,,,,,,2,01,72,,,,,,,,,1,01,2,01,,,1,2,,,2,72,8,1,,,,1,,,,,,,,,,,2714,2,5,2,6141,6,1,5,4,5,1,10,1,,,,,2,,,4,2,7,,3,,2,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,5,2,2,2,,,,,1,1,,,4,5,,,2,3,4,5,,,01,02,2,1,1,0,0,0,2,6,1,2,1,2,4,0,0,0,0,2,2,3,1,0,0,0,0,0,932,424
320,01,01E11257,00,08,1,05,38,16,14,11,02,,,,,2,03,35,10,04,,,,,,,1,01,2,02,3,04,,,,,2,35,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,1,1,,,4,,,,2,3,4,,,,02,05,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,419,3102
320,01,01E11277,00,07,1,03,36,73,01,,,,,,,2,04,67,32,04,03,,,,,,1,02,2,02,,,1,,,4,2,67,2,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,1,2,,,,,,,3,4,,,,03,05,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,708,2808
320,01,01E11282,00,02,1,01,65,,,,,,,,,2,01,61,,,,,,,,,1,01,2,01,,,,,,,1,65,2,1,,,,1,,,,,,,,,,,7121,2,5,2,2382,4,1,5,4,6,1,35,1,,,,,2,,,4,2,7,,3,,2,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,5,2,2,2,,,,,1,1,,,,,,,,3,4,,,,02,06,1,1,1,0,0,0,2,4,1,2,4,2,4,0,0,0,0,2,2,3,1,0,0,0,0,0,668,1154
320,01,01E13480,00,07,1,03,54,28,16,,,,,,,2,04,50,23,07,10,,,,,,1,03,2,01,3,03,1,2,3,4,2,50,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,2,,,,,1,,3,4,,,,04,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,708,2714
320,01,01E13481,00,02,1,01,25,,,,,,,,,2,01,51,,,,,,,,,1,02,2,02,,,,2,,4,1,25,4,1,,,,1,,,,,,,,,,,4211,2,1,1,4611,5,1,4,,,1,45,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,1,2,,4,,,1,2,3,4,,,,01,07,1,1,1,0,0,0,1,5,1,1,4,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,668,1332
320,01,01E13497,00,05,1,03,69,18,15,,,,,,,2,02,65,43,,,,,,,,1,03,2,02,3,02,1,2,,4,2,43,3,1,,,,2,,14,1,,,,,,,,9611,2,1,3,8140,,,,,,2,,,1,25,11,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,1,2,1,,,,4,1,1,2,,,,,1,,3,4,,,,03,06,1,1,1,0,0,0,1,6,7,2,7,1,3,0,0,0,0,2,1,2,1,0,0,0,0,0,820,1777
320,01,01E13499,00,02,1,01,59,,,,,,,,,2,01,19,,,,,,,,,1,01,2,01,3,01,1,2,3,4,2,19,4,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,,,1,2,3,4,,,,02,06,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,1164,848
320,01,01E13504,00,01,1,01,24,,,,,,,,,,,,,,,,,,,,1,01,2,01,,,,,,,1,24,3,1,,,,1,,,,,,,,,,,7121,2,1,2,2361,4,1,5,4,6,1,45,1,,,,1,,,,4,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,1,2,,,,,1,,3,4,,,,01,07,1,1,1,0,0,0,1,4,1,2,4,2,4,0,0,0,0,2,2,3,1,0,0,0,0,0,525,558
320,01,01E13536,00,02,,,,,,,,,,,,2,02,55,25,,,,,,,,,,,,3,01,1,2,,,2,25,8,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,4,1,1,,,4,5,,1,2,3,4,5,,,02,05,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1184,925
320,01,01E13573,00,04,1,01,47,,,,,,,,,2,03,43,17,06,,,,,,,1,01,2,01,3,02,1,2,,4,2,43,4,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,,,1,,3,4,,,,01,05,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,1437,1851
320,01,01E13582,00,01,,,,,,,,,,,,2,01,67,,,,,,,,,,,2,01,,,,,,,2,67,2,,,,4,,4,,,,,,,2,1,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,2,,,,,1,,3,4,,,,01,03,2,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,535,401
320,01,01E13589,00,02,1,01,74,,,,,,,,,2,01,72,,,,,,,,,,,2,01,,,,2,,,2,72,2,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,,2,,,,,1,,3,4,,,,01,02,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,668,802
320,01,01E13596,00,05,1,03,35,07,01,,,,,,,2,02,35,15,,,,,,,,1,01,2,02,3,02,1,2,,4,2,35,3,,,,4,,4,,,,,,,2,1,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,,,4,,,,2,3,4,,,,02,06,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1152,1939
320,01,01E13604,00,05,1,04,46,22,18,16,,,,,,2,01,44,,,,,,,,,1,02,2,05,3,01,1,2,,4,2,44,5,1,,,,1,,,,,,,,,,,4111,2,5,2,4631,5,1,5,4,5,1,72,1,,,,,2,,,4,2,2,3,3,,2,,,,,,,,,,,,,,,1,2,1,1,2,,,,,,,,5,2,2,1,,2,,,1,1,,,4,,,1,2,3,4,,,,05,05,1,1,1,0,0,0,2,5,1,2,5,2,4,0,0,0,0,2,1,1,1,0,0,0,0,0,806,2121
320,01,01E13605,00,02,1,01,75,,,,,,,,,2,01,66,,,,,,,,,,,2,01,,,1,,,4,2,66,7,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,,,,2,3,4,5,,,02,02,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,1164,925
320,01,01E13609,00,07,1,03,45,10,06,,,,,,,2,04,13,11,08,41,,,,,,1,01,2,01,3,05,,,,,1,45,3,,,,4,,4,,,,,,,2,1,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,2,,,,,1,2,3,4,,,,02,05,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,571,4262
320,01,01E13615,00,04,1,02,40,24,,,,,,,,2,02,69,45,,,,,,,,1,03,2,02,,,1,2,,,2,45,3,1,,,,2,,03,,,3,2,,,,,9611,2,1,3,8140,,,,,,2,,,1,25,01,1,,,,4,1,,,3,,2,,,,,,,,,,,,,,,1,4,,4,1,1,3,3,,,,,5,2,1,1,,2,,,1,,2,,,,,,,3,4,,,,03,07,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,2,2,924,1421
320,01,01E13585,00,02,1,01,27,,,,,,,,,2,01,30,,,,,,,,,1,02,2,02,,,1,2,3,,1,27,8,1,,,,1,,,,,,,,,,,2638,2,1,4,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,,,1,2,3,4,,,,01,07,1,1,1,0,0,0,1,8,7,3,6,3,4,0,0,0,0,2,2,3,1,0,0,0,0,0,1164,1332
320,01,01E13620,00,02,1,01,69,,,,,,,,,2,01,70,,,,,,,,,,,2,01,,,1,2,,4,2,70,8,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,4,5,,1,2,3,4,,,,01,04,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,1164,925
320,01,01E12728,00,02,1,01,25,,,,,,,,,2,01,25,,,,,,,,,1,02,,,,,,2,,4,1,25,3,1,,,,2,,03,1,,,,,,,,8101,2,1,1,3360,3,6,4,,,2,,,1,48,06,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,,,5,2,2,1,1,,,,1,1,,,,5,,1,2,3,4,,,,02,04,1,1,1,0,0,0,1,3,6,1,7,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,668,1116
320,01,01E12751,00,01,1,01,62,,,,,,,,,,,,,,,,,,,,1,01,,,,,,,,,1,61,2,1,,,,1,,,,,,,,,,,5313,2,1,3,9700,,,,,,1,60,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,2,2,1,2,,,,,,,5,2,2,2,,,,,1,1,,,,,,1,2,3,4,,,,01,06,1,1,1,0,0,0,1,8,7,2,5,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,525,578
320,01,01E12793,00,02,1,01,35,,,,,,,,,2,01,67,,,,,,,,,,,,,,,,,,4,1,35,3,,,3,,1,,,,,,,,,,,2172,2,5,1,7111,6,2,5,4,6,1,04,2,2,,,,2,,,4,2,2,1,3,,2,,,,,,,,,,,,,,,1,1,2,1,2,,,,,,,,5,2,2,1,,,,4,1,1,,,,,,1,2,3,4,,,,02,05,1,1,1,0,0,0,2,6,2,2,1,2,4,0,0,0,0,2,1,2,1,0,0,0,0,0,668,1116
320,01,01E12803,00,03,1,02,55,03,,,,,,,,2,01,42,,,,,,,,,1,01,,,,,1,2,,4,1,55,8,,,,4,,4,,,,,,,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,,,4,5,,1,2,3,4,5,,,01,03,2,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1239,2179
320,03,03E13022,00,03,1,02,28,34,,,,,,,,2,01,32,,,,,,,,,1,03,2,01,,,1,2,,4,1,28,8,1,,,,1,,,,,,,,,,,2613,2,1,1,4310,5,6,4,,,1,40,1,,,,1,,,,1,1,,,2,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,1,2,,,5,,1,2,3,4,5,,,03,05,1,1,1,0,0,0,1,5,6,1,4,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,653,1132
320,03,03E13025,00,05,1,04,42,17,03,07,,,,,,2,01,40,,,,,,,,,1,01,2,01,,,,,,,1,42,1,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,4,1,1,,,,5,,1,2,3,4,5,,,02,05,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,445,2394
320,03,03E13047,00,01,1,01,60,,,,,,,,,,,,,,,,,,,,,,2,01,,,,,,,1,60,2,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,,1,2,3,4,,,,01,05,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,610,479
320,03,03E13050,00,04,1,02,26,85,,,,,,,,2,02,80,26,,,,,,,,1,01,2,02,,,1,2,,4,1,26,3,1,,,,1,,,,,,,,,,,3115,2,1,1,9314,7,6,3,,,1,40,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,1,2,3,4,5,,1,2,3,4,5,,,01,05,1,1,1,0,0,0,1,7,6,1,4,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,423,1410
320,29,03E13054,00,03,1,02,31,04,,,,,,,,2,01,28,,,,,,,,,,,2,02,,,,,,,1,31,3,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,1,2,,,,,1,2,3,4,5,,,01,04,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,633,1137
320,03,03E13075,00,02,1,01,69,,,,,,,,,2,01,65,,,,,,,,,1,01,2,01,,,1,2,,4,1,69,9,1,,3,,1,,,,,,,,,,,1412,2,1,1,4870,6,6,4,,,1,45,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,3,3,1,1,2,,,,,,,5,1,2,1,,,,4,1,1,2,,4,,,1,2,3,4,5,,,02,05,1,1,1,0,0,0,1,6,6,1,4,1,4,0,0,0,0,2,1,2,1,0,0,0,0,0,725,755
320,03,03E13076,00,01,,,,,,,,,,,,2,01,43,,,,,,,,,,,2,01,,,,,,,2,43,2,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,,,,,,1,2,3,4,5,,,01,02,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,493,294
320,03,03E13094,00,02,1,01,30,,,,,,,,,2,01,64,,,,,,,,,1,02,2,01,,,1,2,,4,2,64,8,1,,,,2,,03,1,,,,,,,,9623,2,1,1,5613,6,5,4,,,2,,,1,40,01,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,4,,1,1,1,2,3,,2,,,,2,2,1,,,,4,1,1,,,4,,,1,2,3,4,5,,,02,05,1,1,1,0,0,0,1,6,5,1,7,1,1,0,0,0,0,2,1,2,1,0,0,0,0,0,725,463
320,03,03E13108,00,05,1,03,50,36,29,,,,,,,2,02,46,30,,,,,,,,1,03,2,01,,,,2,,,2,30,4,1,,,,1,,,,,,,,,,,4211,2,1,1,4641,5,5,4,,,1,28,2,1,40,06,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,1,1,2,1,1,1,3,,,,,5,2,2,1,,,,4,1,1,2,,4,5,,1,2,3,4,5,,,03,05,1,1,1,0,0,0,1,5,5,1,3,1,1,3,1,0,1,2,1,2,1,0,0,0,0,0,259,1158
320,03,03E13125,00,02,1,01,33,,,,,,,,,2,01,31,,,,,,,,,1,01,2,01,,,,,,4,2,31,8,1,,,,1,,,,,,,,,,,1412,2,1,1,7210,6,6,4,,,1,48,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,1,1,2,,,,,,,5,2,1,1,,,,4,1,1,2,,,,,1,2,3,4,,,,02,06,1,1,1,0,0,0,1,6,6,1,4,1,4,0,0,0,0,1,1,2,1,0,0,0,0,0,593,463
320,03,03E13126,00,05,1,03,50,25,05,,,,,,,2,02,40,22,,,,,,,,1,04,2,02,,,1,2,,4,1,25,4,1,,,,1,,,,,,,,,,,9661,2,1,1,9314,7,9,3,,,1,06,1,,,,1,,,,2,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,2,,,,,1,,,,,5,,1,2,3,4,5,,,04,05,1,1,1,0,0,0,1,7,7,1,1,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,354,1888
320,03,03E13133,00,02,1,02,43,38,,,,,,,,,,,,,,,,,,,1,01,2,01,,,,,,4,1,38,4,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,4,1,1,,,,5,,1,2,3,4,5,,,01,06,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,733,755
320,03,03E13141,00,02,1,01,49,,,,,,,,,2,01,35,,,,,,,,,1,02,2,02,,,1,,,,1,49,8,1,,,,1,,,,,,,,,,,2332,2,1,1,6112,7,5,2,,,1,03,2,1,06,05,1,,,,2,1,,,3,,1,1,,,3,,,,2,,,,,,4,1,1,1,1,1,2,,,,,,,5,2,2,1,,,,4,1,,,,4,,,1,2,3,4,5,,,01,04,2,1,1,0,0,0,1,7,5,1,1,1,4,2,1,0,1,2,1,2,1,0,0,0,0,0,725,755
320,03,03E13163,00,03,1,02,43,23,,,,,,,,2,01,43,,,,,,,,,1,02,2,01,,,,,,4,2,43,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,,5,,1,2,3,4,5,,,03,05,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,534,840
320,03,03E13062,00,06,1,03,65,37,07,,,,,,,2,03,57,22,04,,,,,,,1,03,2,02,3,01,1,2,,,2,57,3,,,3,,1,,,,,,,,,,,5111,2,5,2,7221,6,1,5,4,4,1,20,1,,,,,2,,,4,2,2,5,3,,2,,,,,,,,,,,,,,,1,2,1,1,2,,,,,,,,5,2,1,1,,,,4,1,1,,,4,5,,1,2,3,4,5,,,03,06,1,1,1,0,0,0,2,6,1,2,2,2,4,0,0,0,0,1,1,2,1,0,0,0,0,0,282,1298
320,01,01E12182,00,03,1,02,58,19,,,,,,,,2,01,56,,,,,,,,,1,01,2,01,3,01,1,2,,,2,56,5,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,2,,,,,1,,3,4,,,,01,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1090,1388
320,01,01E12191,00,02,1,01,26,,,,,,,,,2,01,29,,,,,,,,,1,01,2,01,,,1,2,,,1,26,8,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,,,,4,,,1,,3,4,,,,01,01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1164,1332
320,01,01E12217,00,07,1,05,26,24,22,20,54,,,,,2,02,15,52,,,,,,,,1,05,2,01,3,01,1,2,,,2,52,2,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,2,,4,5,,1,2,3,4,5,,,05,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,486,2808
320,01,01E12223,00,03,1,02,23,15,,,,,,,,2,01,48,,,,,,,,,1,01,,,3,02,1,2,,,2,48,3,1,,,,1,,,,,,,,,,,9621,2,1,1,4920,6,1,5,2,,1,10,1,,,,1,,,,4,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,,5,2,2,1,,,,4,1,1,,,,5,,1,,3,4,,,,03,06,1,1,1,0,0,0,1,6,1,1,1,2,4,0,0,0,0,2,1,2,1,0,0,0,0,0,1239,1066
320,01,01E12229,00,02,1,01,42,,,,,,,,,2,01,38,,,,,,,,,1,01,2,01,,,,2,,,2,38,8,,,,4,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,1,2,,,5,,1,,3,4,,,,01,06,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,668,848
320,01,01E12230,00,04,1,03,70,40,27,,,,,,,2,01,34,,,,,,,,,1,02,2,01,,,,,,,2,34,2,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,,,,,,,3,4,,,,04,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,521,1604
320,01,01E12234,00,07,1,03,50,19,07,,,,,,,2,04,31,15,15,02,,,,,,1,02,2,01,3,03,,2,,,2,31,3,,,,4,,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,1,1,,,4,,,1,,3,4,,,,03,06,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,502,2714
320,01,01E12250,00,03,1,01,50,,,,,,,,,2,02,50,21,,,,,,,,1,02,2,01,,,,2,,,1,50,4,1,,,,1,,,,,,,,,,,4211,2,1,2,4611,5,1,5,3,,1,48,1,,,,1,,,,1,1,,,3,,2,,,,,,,,,,,,,,,1,2,1,1,1,2,,,,,,,5,2,2,2,,,,,1,1,,,,5,,,,3,4,,,,02,07,1,1,1,0,0,0,1,5,1,1,4,1,4,0,0,0,0,2,2,3,1,0,0,0,0,0,637,1997
